,humour,sarcasm,offensive,motivational,overall_sentiment
4342,1,1,1,1,0
4343,0,1,2,0,1
4344,0,0,0,1,2
4345,1,1,0,0,1
4346,2,1,2,0,0
4347,2,0,0,0,1
4348,0,0,2,0,0
4349,1,0,1,0,0
4350,1,0,2,1,1
4351,2,0,1,0,1
4352,0,0,0,0,0
4353,1,1,3,1,1
4354,1,0,1,0,0
4355,1,0,1,0,0
4356,2,1,2,1,2
4357,0,0,1,0,-1
4358,0,0,1,0,0
4359,1,0,1,0,0
4360,0,0,0,0,0
4361,1,0,0,0,0
4362,0,0,0,0,-2
4363,0,0,1,0,2
4364,0,0,1,1,1
4365,2,1,2,0,1
4366,0,1,1,0,0
4367,2,1,2,0,0
4368,0,0,1,1,1
4369,1,0,1,0,1
4370,0,1,1,1,1
4371,1,1,2,1,0
4372,0,1,0,1,2
4373,0,0,0,0,0
4374,1,0,1,0,0
4375,0,0,1,0,0
4376,0,0,1,1,2
4377,1,0,0,0,0
4378,1,0,1,1,-1
4379,1,0,1,0,0
4380,3,0,1,1,1
4381,2,0,2,1,0
4382,2,1,2,1,2
4383,2,1,1,0,0
4384,0,0,0,0,1
4385,0,0,0,0,0
4386,0,1,0,0,2
4387,0,0,0,0,1
4388,0,0,1,0,1
4389,2,0,1,0,1
4390,2,0,1,0,1
4391,3,1,0,0,1
4392,1,1,1,0,1
4393,1,1,2,1,2
4394,2,1,1,1,0
4395,1,0,0,0,1
4396,1,1,1,0,1
4397,1,0,0,0,1
4398,0,0,0,0,0
4399,1,0,1,1,0
4400,3,1,1,0,-1
4401,1,0,0,0,0
4402,1,0,1,1,0
4403,0,0,0,1,0
4404,1,1,1,1,1
4405,1,0,1,0,2
4406,1,0,0,0,0
4407,0,0,1,1,1
4408,0,0,0,0,0
4409,2,1,2,0,1
4410,2,0,0,0,1
4411,0,0,0,1,2
4412,1,1,2,1,0
4413,2,1,0,0,1
4414,0,0,1,1,2
4415,2,0,2,1,2
4416,0,0,1,0,0
4417,2,0,1,1,-2
4418,0,0,0,0,0
4419,2,0,0,0,0
4420,3,1,3,1,1
4421,1,0,0,0,1
4422,3,0,1,0,-2
4423,2,0,1,0,2
4424,2,0,2,0,0
4425,1,0,0,0,-1
4426,1,0,1,0,1
4427,2,1,2,1,-1
4428,2,0,0,0,2
4429,2,1,1,1,2
4430,3,0,0,0,2
4431,0,1,0,0,0
4432,1,0,1,1,-1
4433,2,0,0,1,2
4434,2,0,2,1,0
4435,2,1,0,1,2
4436,3,1,1,0,2
4437,0,1,2,0,1
4438,1,0,1,0,1
4439,2,0,2,1,1
4440,2,1,1,1,1
4441,2,0,0,0,2
4442,1,0,2,1,0
4443,2,1,3,1,0
4444,3,0,3,1,1
4445,2,0,1,0,2
4446,1,0,1,0,1
4447,0,0,0,0,-1
4448,2,0,2,1,1
4449,0,1,0,1,1
4450,1,0,2,0,0
4451,2,0,2,1,1
4452,3,1,1,0,0
4453,2,0,2,1,1
4454,1,0,0,0,-1
4455,0,0,0,0,0
4456,2,1,2,0,-1
4457,0,0,2,0,-1
4458,3,1,0,0,2
4459,1,0,1,0,1
4460,2,0,1,0,2
4461,3,0,0,0,1
4462,2,0,0,1,1
4463,0,0,0,0,0
4464,1,0,0,0,1
4465,0,1,0,1,1
4466,2,0,1,0,2
4467,0,0,3,0,1
4468,0,1,2,1,1
4469,2,1,2,1,0
4470,1,0,2,0,1
4471,1,0,0,0,0
4472,0,1,2,0,1
4473,1,1,0,1,1
4474,0,1,2,0,1
4475,2,1,1,0,1
4476,1,1,1,1,0
4477,2,0,2,1,1
4478,1,0,0,0,0
4479,1,0,0,0,1
4480,1,0,0,0,0
4481,1,0,0,0,0
4482,3,0,1,1,2
4483,0,0,0,0,0
4484,1,0,2,0,1
4485,3,1,2,0,-1
4486,3,0,1,1,1
4487,1,0,1,0,2
4488,1,0,1,0,0
4489,1,0,2,1,1
4490,2,1,0,1,1
4491,0,1,2,0,-1
4492,1,0,0,0,0
4493,1,0,1,1,0
4494,0,1,0,0,0
4495,2,0,0,0,1
4496,0,0,0,0,2
4497,3,1,1,0,0
4498,1,0,0,0,1
4499,2,0,0,0,2
4500,1,0,1,0,-1
4501,1,0,0,0,1
4502,0,1,2,1,-1
4503,2,0,0,0,1
4504,2,0,0,0,1
4505,2,1,2,1,-2
4506,0,0,0,0,0
4507,2,0,1,0,0
4508,2,0,1,0,0
4509,1,0,0,0,0
4510,2,0,1,1,0
4511,0,1,2,0,1
4512,2,0,1,0,1
4513,0,1,2,0,0
4514,0,1,2,0,-2
4515,1,0,2,0,1
4516,1,0,1,0,0
4517,2,0,0,0,0
4518,2,0,0,0,1
4519,3,1,0,1,2
4520,1,0,0,0,1
4521,1,0,2,1,2
4522,2,0,0,0,0
4523,1,0,0,0,0
4524,1,0,0,0,0
4525,1,0,3,0,0
4526,1,1,1,1,0
4527,1,0,1,0,0
4528,1,0,1,1,2
4529,2,0,0,0,1
4530,0,0,0,1,2
4531,3,0,2,0,-1
4532,0,0,2,0,-1
4533,2,0,2,1,1
4534,1,0,0,0,1
4535,1,0,0,0,1
4536,3,1,1,0,1
4537,1,0,1,1,2
4538,2,0,0,0,1
4539,3,1,2,0,0
4540,1,0,0,0,1
4541,2,0,2,1,2
4542,2,0,2,1,1
4543,0,1,2,0,1
4544,2,0,2,0,1
4545,2,0,1,0,2
4546,1,0,1,1,1
4547,2,1,0,0,1
4548,1,0,2,0,-1
4549,1,0,0,0,2
4550,2,1,1,1,0
4551,1,0,0,0,1
4552,2,0,1,1,1
4553,2,1,1,0,1
4554,3,1,1,1,2
4555,2,0,2,1,1
4556,2,1,1,1,2
4557,2,0,2,0,2
4558,1,0,0,0,2
4559,1,0,1,0,1
4560,2,1,0,0,1
4561,2,1,2,1,1
4562,0,0,1,0,1
4563,0,1,2,0,-1
4564,1,1,0,0,0
4565,2,0,0,1,2
4566,0,0,0,0,0
4567,1,0,0,1,1
4568,2,1,1,0,1
4569,2,1,1,0,0
4570,1,0,2,0,1
4571,2,0,1,0,2
4572,1,0,1,0,1
4573,1,0,0,0,1
4574,1,0,1,0,-1
4575,0,0,2,0,1
4576,0,0,2,1,0
4577,2,0,2,1,0
4578,2,0,2,0,1
4579,0,0,1,0,2
4580,2,0,0,0,1
4581,2,0,0,0,1
4582,0,0,0,0,1
4583,1,0,2,0,1
4584,1,0,0,0,1
4585,0,0,1,0,0
4586,2,0,0,0,1
4587,1,1,2,0,0
4588,3,0,1,0,0
4589,1,0,0,0,2
4590,2,0,2,1,0
4591,1,0,0,1,1
4592,1,0,1,0,0
4593,0,1,3,1,2
4594,1,0,0,0,0
4595,1,0,0,0,0
4596,1,0,1,0,0
4597,1,0,0,1,1
4598,0,1,2,0,1
4599,2,1,0,0,1
4600,0,0,0,0,1
4601,1,0,3,1,-1
4602,1,0,2,1,1
4603,1,0,1,1,-1
4604,2,1,2,1,2
4605,1,1,1,1,1
4606,1,0,1,1,0
4607,2,0,1,1,1
4608,1,0,0,0,1
4609,2,1,3,1,2
4610,2,0,0,0,1
4611,0,0,1,1,0
4612,3,0,0,0,1
4613,3,1,0,0,2
4614,0,1,0,0,1
4615,0,0,0,0,0
4616,1,0,1,1,0
4617,1,1,0,0,0
4618,1,1,2,0,-1
4619,0,0,0,0,0
4620,2,0,3,0,2
4621,1,0,1,1,2
4622,2,0,1,1,0
4623,1,1,3,1,1
4624,1,0,1,1,1
4625,1,0,0,0,1
4626,0,0,1,0,1
4627,1,0,0,0,1
4628,2,0,0,0,1
4629,2,0,2,0,-1
4630,1,0,0,0,1
4631,2,0,0,0,1
4632,0,0,2,0,2
4633,0,0,0,1,-1
4634,1,1,1,1,1
4635,0,1,1,1,1
4636,1,0,1,1,0
4637,0,0,1,0,0
4638,2,1,1,0,-1
4639,1,0,1,1,-2
4640,2,0,1,0,1
4641,1,1,1,0,0
4642,2,1,0,0,1
4643,0,0,0,0,0
4644,1,1,1,1,1
4645,0,1,0,0,0
4646,3,0,2,0,1
4647,1,1,2,1,0
4648,0,0,0,0,1
4649,1,0,0,0,0
4650,1,0,1,0,1
4651,1,0,0,0,2
4652,1,0,2,0,0
4653,1,0,0,0,1
4654,2,0,0,0,1
4655,2,0,1,0,1
4656,0,1,2,0,1
4657,0,0,1,1,1
4658,3,0,1,1,1
4659,0,0,0,1,0
4660,1,1,3,0,-2
4661,0,0,0,0,0
4662,1,0,0,0,0
4663,1,0,1,0,1
4664,1,1,1,0,0
4665,2,0,1,0,1
4666,2,0,1,0,1
4667,0,0,0,0,0
4668,2,0,2,0,1
4669,0,0,2,0,-2
4670,0,1,2,0,1
4671,0,0,0,1,1
4672,2,0,1,0,1
4673,1,0,1,0,1
4674,0,0,0,0,-1
4675,3,1,0,0,2
4676,2,1,2,1,1
4677,0,1,2,0,1
4678,0,1,0,1,0
4679,2,0,2,0,2
4680,0,0,1,1,0
4681,2,0,0,0,1
4682,1,0,0,0,1
4683,1,1,2,0,1
4684,2,1,1,1,-2
4685,1,0,0,1,0
4686,0,1,0,0,0
4687,0,0,0,0,0
4688,0,0,0,0,1
4689,0,0,2,0,-1
4690,2,0,1,1,1
4691,2,0,1,1,0
4692,2,0,1,0,1
4693,0,0,0,0,0
4694,2,0,0,0,0
4695,0,0,0,0,0
4696,2,0,2,1,1
4697,2,0,1,0,1
4698,1,1,1,0,0
4699,2,1,1,1,-1
4700,2,0,0,0,1
4701,1,0,1,0,1
4702,1,0,2,1,2
4703,0,1,2,0,1
4704,1,1,0,0,0
4705,0,0,0,0,1
4706,2,0,1,1,1
4707,2,0,1,0,1
4708,3,0,1,1,1
4709,1,0,1,0,0
4710,1,1,0,0,-1
4711,1,0,2,1,0
4712,1,0,1,0,-1
4713,1,0,0,0,1
4714,2,1,2,0,1
4715,0,1,2,0,-2
4716,3,1,1,0,0
4717,2,0,0,0,0
4718,1,1,2,0,1
4719,1,1,0,0,1
4720,1,0,0,0,0
4721,0,0,0,0,1
4722,3,0,1,0,1
4723,2,1,2,0,1
4724,0,0,0,0,0
4725,0,0,1,0,1
4726,2,1,1,0,2
4727,1,1,1,1,0
4728,2,0,0,0,1
4729,1,0,1,0,-2
4730,0,0,1,0,2
4731,1,0,1,0,0
4732,1,0,1,1,0
4733,0,0,2,0,-1
4734,0,1,0,0,1
4735,0,0,0,0,0
4736,1,1,2,0,0
4737,2,0,1,0,-1
4738,3,0,0,0,1
4739,2,0,2,0,-1
4740,0,0,1,0,0
4741,0,1,2,0,1
4742,3,1,1,0,-1
4743,0,0,1,0,-2
4744,2,1,0,0,1
4745,2,0,1,1,1
4746,2,0,0,0,2
4747,2,0,0,0,1
4748,1,0,1,0,1
4749,2,1,3,0,1
4750,2,0,0,0,2
4751,1,1,1,1,1
4752,0,1,1,0,1
4753,1,0,2,1,1
4754,2,0,1,0,0
4755,2,0,1,1,0
4756,1,0,1,1,0
4757,1,0,0,0,2
4758,1,0,1,1,0
4759,0,1,2,0,1
4760,2,0,0,0,1
4761,0,0,2,1,0
4762,1,0,2,0,-1
4763,0,0,1,1,0
4764,2,0,0,0,0
4765,2,0,1,0,1
4766,1,1,3,0,-1
4767,3,0,1,0,2
4768,1,0,0,0,0
4769,2,0,2,1,1
4770,2,0,3,0,1
4771,1,0,1,0,1
4772,2,1,2,1,2
4773,2,0,1,0,1
4774,1,1,1,0,1
4775,1,0,1,1,1
4776,2,0,1,0,1
4777,2,0,1,0,2
4778,2,1,1,0,-1
4779,1,0,1,1,0
4780,0,0,1,1,-2
4781,1,0,0,0,1
4782,0,0,2,0,0
4783,0,0,0,0,1
4784,0,0,1,1,1
4785,3,0,0,0,1
4786,2,0,0,0,1
4787,1,1,0,0,0
4788,0,0,0,0,1
4789,0,0,0,1,-1
4790,1,0,3,1,1
4791,2,1,1,0,1
4792,2,0,1,0,1
4793,2,1,2,0,-2
4794,1,0,1,0,0
4795,1,0,2,1,1
4796,2,0,3,0,0
4797,2,1,2,1,1
4798,2,1,2,1,1
4799,1,0,1,0,1
4800,0,1,2,0,1
4801,1,0,0,1,2
4802,3,0,0,1,1
4803,3,0,1,0,1
4804,1,0,0,0,2
4805,1,0,1,1,0
4806,2,1,2,0,0
4807,1,0,1,0,1
4808,1,0,0,0,1
4809,1,0,2,1,0
4810,2,1,2,0,2
4811,1,0,1,1,1
4812,1,0,1,0,-1
4813,1,0,0,0,1
4814,1,0,0,1,0
4815,2,1,2,0,0
4816,3,1,2,0,1
4817,1,0,1,0,0
4818,2,0,0,0,1
4819,2,0,1,0,1
4820,2,0,1,0,1
4821,2,0,2,0,1
4822,2,0,1,0,1
4823,2,0,0,0,1
4824,1,0,1,0,1
4825,0,0,0,1,2
4826,2,0,2,1,1
4827,1,0,0,0,1
4828,2,1,1,1,2
4829,2,0,1,0,2
4830,2,1,2,1,-1
4831,2,1,2,1,0
4832,1,1,1,0,1
4833,0,0,0,0,0
4834,2,0,0,0,1
4835,2,1,1,1,2
4836,1,0,2,0,2
4837,0,0,0,0,0
4838,1,0,2,0,1
4839,0,1,3,0,1
4840,1,0,0,0,1
4841,0,1,0,0,-1
4842,2,1,2,1,1
4843,0,1,2,0,0
4844,2,1,1,0,1
4845,1,0,1,1,2
4846,2,1,1,0,1
4847,2,0,1,0,0
4848,0,1,0,1,2
4849,0,0,0,1,0
4850,2,1,2,1,1
4851,1,1,0,1,1
4852,2,1,1,1,1
4853,3,1,1,1,0
4854,2,0,2,0,2
4855,0,0,1,0,0
4856,1,0,0,0,1
4857,2,1,2,0,-1
4858,0,0,1,0,-1
4859,0,0,1,1,0
4860,0,0,0,0,1
4861,3,1,2,1,1
4862,1,0,1,0,0
4863,0,0,1,0,-1
4864,0,0,2,1,1
4865,3,0,0,0,1
4866,0,0,0,0,1
4867,0,1,2,0,1
4868,3,1,2,0,0
4869,2,0,2,0,0
4870,0,0,0,0,1
4871,3,0,2,0,1
4872,1,0,0,1,1
4873,1,1,1,0,1
4874,1,1,0,0,0
4875,0,0,0,0,0
4876,0,0,0,1,1
4877,0,0,0,1,0
4878,1,1,0,1,0
4879,3,0,1,1,2
4880,0,0,1,0,0
4881,2,0,1,0,-1
4882,1,0,1,0,1
4883,0,0,0,0,0
4884,0,0,0,1,1
4885,0,0,0,0,-2
4886,2,0,1,0,1
4887,1,0,1,1,2
4888,2,0,1,0,1
4889,0,0,1,1,1
4890,0,1,2,1,1
4891,1,1,1,1,1
4892,1,0,0,0,0
4893,0,0,0,0,0
4894,1,0,0,1,1
4895,2,1,1,1,1
4896,2,0,0,0,2
4897,0,1,1,0,0
4898,1,0,0,0,2
4899,1,0,2,1,2
4900,1,0,0,0,1
4901,1,0,2,0,-1
4902,1,0,0,1,1
4903,0,0,0,0,0
4904,1,0,1,0,0
4905,1,0,1,0,2
4906,1,0,1,0,1
4907,0,1,3,1,2
4908,1,0,1,0,1
4909,1,0,2,1,0
4910,2,0,2,1,1
4911,0,0,1,1,-2
4912,2,0,1,0,2
4913,1,0,1,0,1
4914,1,1,0,0,1
4915,2,0,0,0,0
4916,1,0,0,0,2
4917,3,0,0,0,0
4918,2,0,0,0,1
4919,2,0,2,0,1
4920,1,0,2,1,1
4921,0,0,0,0,0
4922,2,1,2,1,1
4923,2,0,0,0,1
4924,0,0,0,0,0
4925,0,0,1,0,-1
4926,3,1,2,1,1
4927,1,1,1,1,0
4928,3,1,1,1,1
4929,1,1,1,1,1
4930,2,1,2,1,1
4931,1,0,0,0,1
4932,0,0,0,1,-1
4933,0,0,0,1,0
4934,0,0,1,1,1
4935,1,0,1,1,0
4936,0,1,2,0,1
4937,0,0,0,0,0
4938,3,0,0,0,1
4939,2,0,0,0,0
4940,1,0,0,0,1
4941,2,1,1,0,0
4942,1,1,0,0,-1
4943,0,0,1,0,0
4944,2,0,3,1,-1
4945,1,0,0,0,0
4946,3,0,1,1,0
4947,0,0,1,0,0
4948,1,0,2,0,1
4949,1,0,0,0,0
4950,0,0,0,0,0
4951,0,0,0,0,-2
4952,2,0,0,0,2
4953,2,0,0,0,1
4954,0,1,1,1,0
4955,0,0,1,0,-1
4956,0,0,0,1,0
4957,1,0,2,0,1
4958,1,0,0,0,0
4959,3,0,2,1,1
4960,2,0,0,0,1
4961,1,0,1,0,0
4962,1,0,0,1,1
4963,3,1,2,1,0
4964,2,1,1,1,1
4965,2,0,2,0,-1
4966,2,1,2,0,2
4967,2,0,0,0,0
4968,0,0,0,0,0
4969,2,0,0,0,0
4970,2,1,1,1,1
4971,1,0,0,0,1
4972,3,0,1,1,1
4973,0,0,0,1,1
4974,1,1,2,1,1
4975,2,0,0,0,1
4976,0,0,0,0,0
4977,0,0,1,1,1
4978,1,0,0,0,1
4979,2,1,2,0,0
4980,0,0,0,0,0
4981,2,0,0,0,1
4982,1,1,1,1,1
4983,2,0,1,0,0
4984,1,1,0,0,-1
4985,1,0,0,0,1
4986,3,1,0,1,-2
4987,1,0,1,0,1
4988,0,0,2,1,0
4989,1,0,1,1,2
4990,1,1,1,1,1
4991,0,0,0,0,0
4992,0,1,1,0,-1
4993,2,0,2,0,1
4994,0,0,1,0,0
4995,0,1,2,0,1
4996,1,1,0,0,1
4997,1,0,0,0,0
4998,1,0,0,1,1
4999,1,0,0,0,0
5000,1,0,0,1,-1
5001,0,0,0,0,0
5002,3,0,0,0,1
5003,0,0,0,1,1
5004,3,1,2,1,1
5005,2,1,0,0,0
5006,0,1,0,0,1
5007,2,1,0,0,1
5008,0,0,0,0,0
5009,1,0,1,1,1
5010,2,0,2,1,1
5011,2,0,1,0,1
5012,2,0,1,0,2
5013,3,0,2,1,2
5014,0,0,1,0,-1
5015,2,0,2,1,1
5016,2,1,2,1,1
5017,0,1,2,0,1
5018,1,0,2,1,1
5019,1,0,1,0,1
5020,1,1,0,0,0
5021,0,1,0,1,0
5022,1,0,1,1,1
5023,0,0,0,1,1
5024,1,1,1,0,2
5025,1,0,1,0,2
5026,0,0,0,0,0
5027,2,0,0,1,1
5028,2,1,1,1,1
5029,2,1,1,1,1
5030,3,1,0,0,2
5031,2,1,2,1,2
5032,3,0,0,1,2
5033,2,0,0,1,0
5034,0,0,2,0,-1
5035,2,0,2,1,1
5036,2,0,1,0,2
5037,1,0,1,0,0
5038,2,1,2,0,2
5039,1,0,0,0,1
5040,1,0,1,1,0
5041,1,0,0,0,0
5042,3,1,1,0,1
5043,1,0,0,0,1
5044,1,1,2,1,2
5045,3,0,1,0,0
5046,0,1,1,0,1
5047,0,0,1,1,0
5048,0,1,0,1,-2
5049,1,0,1,0,0
5050,1,0,0,0,0
5051,1,0,1,0,1
5052,1,1,2,0,0
5053,1,0,0,0,1
5054,2,0,1,1,1
5055,3,1,1,0,0
5056,2,0,2,1,1
5057,1,0,1,1,1
5058,0,1,2,0,1
5059,2,1,2,1,1
5060,2,1,2,0,1
5061,0,0,0,0,0
5062,0,0,0,1,0
5063,0,0,1,0,2
5064,1,1,2,1,-1
5065,2,1,1,0,1
5066,0,0,2,1,2
5067,3,0,1,0,1
5068,1,0,0,0,1
5069,2,0,0,0,0
5070,3,1,0,0,0
5071,0,0,0,0,-1
5072,0,0,0,0,0
5073,1,0,1,1,0
5074,1,0,1,0,-1
5075,3,1,2,1,-1
5076,2,0,1,1,1
5077,2,0,0,0,1
5078,2,1,2,1,2
5079,1,0,0,0,0
5080,2,1,2,1,-1
5081,1,0,1,1,1
5082,3,1,0,1,1
5083,1,0,2,0,1
5084,0,0,0,1,-2
5085,0,1,2,0,-1
5086,0,0,0,1,1
5087,1,0,0,0,1
5088,1,1,0,1,1
5089,1,1,1,1,1
5090,1,0,2,1,-1
5091,2,0,1,0,1
5092,0,1,1,0,0
5093,0,0,0,0,0
5094,1,0,1,1,0
5095,0,0,0,0,-1
5096,2,1,2,0,0
5097,2,1,2,1,2
5098,2,0,1,0,2
5099,1,0,1,1,1
5100,0,0,1,0,2
5101,0,0,1,0,1
5102,0,0,0,0,0
5103,0,0,1,1,1
5104,1,0,1,1,1
5105,0,1,2,0,1
5106,0,1,3,0,1
5107,1,1,1,1,0
5108,2,0,1,1,1
5109,2,0,0,0,2
5110,1,1,2,1,1
5111,0,1,2,0,1
5112,2,0,1,0,1
5113,3,0,3,1,1
5114,0,0,3,0,-2
5115,1,0,0,0,0
5116,2,0,1,1,1
5117,0,1,1,0,-1
5118,1,0,1,0,0
5119,0,1,2,0,0
5120,2,0,0,0,2
5121,2,0,1,0,1
5122,3,0,0,0,0
5123,2,1,2,1,1
5124,0,0,1,1,1
5125,2,1,2,1,0
5126,2,0,2,1,1
5127,2,0,1,1,1
5128,2,0,0,0,1
5129,1,1,1,0,1
5130,1,0,1,1,0
5131,0,0,0,1,2
5132,0,0,1,0,0
5133,1,0,0,0,0
5134,2,0,2,1,-1
5135,0,0,0,0,0
5136,2,0,1,1,2
5137,2,0,0,0,1
5138,2,1,2,1,2
5139,1,0,0,0,1
5140,0,0,0,0,0
5141,1,1,0,0,0
5142,1,0,1,0,1
5143,2,1,1,1,1
5144,0,1,2,0,1
5145,0,0,0,1,-1
5146,0,1,2,0,1
5147,0,0,2,1,1
5148,1,0,2,0,1
5149,0,0,0,0,0
5150,1,0,0,0,1
5151,1,0,1,1,0
5152,2,1,0,1,1
5153,2,0,2,0,1
5154,2,0,0,0,1
5155,0,0,0,0,2
5156,3,0,0,1,-2
5157,2,1,2,1,0
5158,2,0,1,0,2
5159,1,1,1,1,0
5160,3,0,0,0,1
5161,1,1,1,1,1
5162,0,0,0,0,0
5163,3,0,0,1,2
5164,0,1,1,0,0
5165,0,0,0,0,0
5166,2,1,2,0,0
5167,2,0,2,0,1
5168,0,0,1,0,1
5169,1,0,1,0,1
5170,0,0,0,0,0
5171,0,0,1,0,-1
5172,1,1,1,1,-1
5173,1,0,1,0,1
5174,2,1,0,1,2
5175,1,0,1,1,-2
5176,0,1,2,0,1
5177,2,0,2,1,1
5178,2,1,2,0,0
5179,3,0,0,1,2
5180,2,1,3,0,0
5181,1,0,1,0,0
5182,2,1,2,1,2
5183,1,1,2,0,0
5184,0,0,1,1,1
5185,2,1,2,1,2
5186,1,0,0,1,1
5187,2,0,0,0,1
5188,1,0,2,1,1
5189,2,0,0,0,1
5190,2,0,0,0,1
5191,1,1,1,0,1
5192,1,0,2,1,1
5193,0,0,1,0,-2
5194,0,0,0,0,0
5195,2,1,2,1,2
5196,2,0,0,0,1
5197,1,1,1,1,1
5198,2,0,0,0,2
5199,1,1,1,1,1
5200,2,0,1,0,0
5201,2,0,2,1,1
5202,2,0,0,0,1
5203,0,0,0,0,0
5204,1,0,0,1,1
5205,1,0,1,0,-1
5206,1,0,1,1,0
5207,2,1,2,1,1
5208,0,0,0,0,0
5209,1,1,2,0,0
5210,1,0,1,0,1
5211,1,0,1,1,0
5212,1,0,3,1,-2
5213,2,0,1,1,0
5214,3,1,0,0,1
5215,2,0,1,1,1
5216,2,0,0,0,0
5217,0,0,2,1,2
5218,1,0,1,1,0
5219,3,0,2,1,1
5220,1,1,0,1,0
5221,1,0,0,0,1
5222,0,1,2,0,1
5223,1,0,1,0,2
5224,0,0,0,0,0
5225,3,0,0,0,2
5226,0,1,2,0,-1
5227,0,1,1,0,1
5228,1,0,0,0,1
5229,0,0,0,0,-1
5230,3,0,2,1,1
5231,3,0,0,0,1
5232,1,0,1,1,0
5233,2,0,0,0,0
5234,1,1,2,1,0
5235,2,1,2,0,1
5236,1,0,0,1,1
5237,2,0,0,0,1
5238,1,0,1,0,0
5239,1,1,1,0,0
5240,0,0,0,0,0
5241,2,0,0,0,1
5242,0,0,1,1,1
5243,0,1,1,1,2
5244,0,0,0,0,0
5245,0,0,0,0,0
5246,2,0,1,0,0
5247,2,0,0,0,1
5248,1,0,0,0,1
5249,3,0,1,0,-2
5250,2,1,2,1,2
5251,3,0,2,1,1
5252,2,1,2,0,1
5253,3,1,1,1,1
5254,1,1,1,1,-2
5255,3,1,1,1,1
5256,0,1,0,0,-1
5257,1,0,0,0,0
5258,1,1,1,0,0
5259,1,1,2,1,0
5260,0,1,0,0,0
5261,2,1,2,1,2
5262,1,0,0,1,1
5263,1,0,1,0,2
5264,2,0,0,1,2
5265,1,1,0,0,1
5266,2,1,1,1,1
5267,2,0,2,0,2
5268,2,1,1,0,0
5269,2,0,1,0,2
5270,0,0,1,1,1
5271,2,0,2,1,0
5272,1,1,2,0,0
5273,0,0,0,0,0
5274,3,0,0,0,1
5275,0,0,1,1,2
5276,2,1,2,1,0
5277,2,1,0,0,0
5278,1,0,1,0,-1
5279,1,0,1,1,1
5280,0,0,0,0,0
5281,0,0,0,0,1
5282,1,1,2,1,0
5283,1,0,0,0,1
5284,2,1,3,0,-1
5285,1,0,0,0,1
5286,1,0,0,0,1
5287,3,1,2,0,-2
5288,0,1,2,0,2
5289,0,1,0,1,0
5290,2,0,1,0,2
5291,0,0,2,0,-1
5292,2,0,1,1,1
5293,2,1,2,1,0
5294,0,0,0,1,0
5295,3,1,3,0,0
5296,2,1,2,0,2
5297,1,0,1,0,1
5298,1,1,2,1,1
5299,0,0,1,0,-1
5300,2,1,1,1,1
5301,0,0,0,0,0
5302,2,0,3,0,0
5303,1,0,0,0,1
5304,2,1,3,1,1
5305,1,0,1,1,0
5306,1,0,1,0,1
5307,1,1,0,0,1
5308,3,1,1,0,0
5309,2,0,1,0,1
5310,1,0,0,0,1
5311,2,1,1,1,1
5312,1,0,0,0,1
5313,1,0,0,0,2
5314,2,0,2,1,1
5315,2,1,0,0,1
5316,2,0,1,1,1
5317,1,1,1,0,0
5318,0,0,0,1,1
5319,2,1,3,0,0
5320,2,0,0,0,1
5321,2,0,1,0,2
5322,2,0,0,0,1
5323,3,0,2,0,0
5324,0,0,0,0,-2
5325,1,0,1,0,1
5326,0,0,1,0,1
5327,2,0,0,0,2
5328,2,0,1,0,1
5329,2,0,2,1,1
5330,1,0,1,0,2
5331,1,0,0,0,0
5332,1,0,0,0,1
5333,0,0,0,0,0
5334,0,1,0,0,1
5335,2,1,2,1,2
5336,3,0,0,0,1
5337,1,1,2,1,0
5338,1,0,1,1,0
5339,1,1,0,0,0
5340,1,0,2,1,0
5341,2,1,2,1,2
5342,3,1,0,0,0
5343,0,1,0,1,0
5344,0,0,0,0,0
5345,0,0,1,0,-1
5346,1,0,0,0,-1
5347,1,0,2,1,0
5348,1,0,1,0,2
5349,1,0,1,1,-1
5350,0,1,2,1,1
5351,2,0,1,1,0
5352,3,1,1,1,0
5353,2,0,2,1,1
5354,3,1,2,1,1
5355,1,0,1,1,1
5356,2,1,1,0,0
5357,2,0,1,0,1
5358,0,0,0,0,0
5359,1,0,2,0,0
5360,2,1,0,0,0
5361,3,0,2,1,1
5362,2,0,1,1,1
5363,2,1,2,1,1
5364,2,0,1,0,2
5365,1,1,1,0,-1
5366,3,1,2,0,0
5367,1,0,0,1,2
5368,2,0,2,0,2
5369,1,0,1,0,1
5370,1,0,0,1,1
5371,0,1,0,0,0
5372,0,0,0,0,0
5373,1,1,0,0,1
5374,0,0,0,1,1
5375,1,0,1,0,2
5376,2,0,2,1,2
5377,3,1,0,0,1
5378,2,0,1,0,0
5379,1,1,0,0,0
5380,1,0,0,0,1
5381,2,0,0,0,1
5382,1,0,0,0,0
5383,1,0,0,0,-1
5384,3,1,3,0,-1
5385,0,0,1,0,0
5386,2,0,0,0,0
5387,1,0,1,1,1
5388,3,1,2,0,2
5389,1,0,1,0,1
5390,2,0,1,0,0
5391,0,1,2,0,0
5392,2,0,0,0,0
5393,1,0,1,1,1
5394,0,0,1,0,2
5395,2,0,2,0,1
5396,2,0,1,0,1
5397,1,0,1,0,1
5398,2,0,0,0,0
5399,2,0,0,0,1
5400,1,0,1,1,1
5401,3,0,1,1,1
5402,1,1,3,0,1
5403,0,0,1,1,0
5404,1,0,0,0,1
5405,2,0,0,0,2
5406,0,1,2,0,1
5407,1,0,0,0,1
